Reward
-102.23978882751862
-101.88192992580149
-92.12842346631737
-87.85948885705481
-174.33310550189964
-105.50538853225397
-105.23038072182548
-100.13351177994423
-128.01366049748447
-129.51148011237512
-104.89253545218644
-107.02142378649003
-103.83508559662017
-133.57452194009545
-100.36024926805123
-122.27086023698097
-138.94536156269123
-64.59304045752134
-113.00843911514829
-126.11354845818443
-106.42149983897868
-111.17006292437141
-85.18251528167534
-112.60528661754554
-118.20754929342071
-125.93272727132725
-121.9265070259555
-114.29787607734364
-113.01545615500635
-115.16421318876021
-103.02042574140123
-107.04159159660922
-97.48355656117148
-102.62302532375008
-106.05786419912249
-90.6156877608836
-103.49788308182939
-112.01869112963564
-127.7568440967766
-109.44735163414975
-121.06885922000507
-110.34103495379404
-98.42941508151132
-113.84897013232819
-108.25610542647998
-99.08546445360345
-104.38793406591589
-103.83525206663845
-105.6355723503602
-98.51465219421101
-99.1713853440846
-106.96740287253049
-101.75263309624331
-101.92094404445315
-104.71355128091226
-98.63774847081316
-103.04624162969677
-100.16894996762996
-98.89608007614315
-93.72934082306236
-104.00457945005098
-113.4516077642524
-69.52642041756249
-100.07825925346812
-76.28912775588635
-58.151779020683804
-48.360957548064924
-128.78882205747016
-105.04341258006022
-105.6936406359634
-95.05006486016525
-119.71842154775032
-106.0404505011977
-99.91065818889092
-103.19213341564499
-111.3246818140729
-107.12166173068695
-102.72869507564059
-101.21799991338688
-108.48219149413258
-120.9817447576499
-111.36798718545809
-99.21529848360929
-104.71866412485974
-121.770132409132
-108.04790792023525
-103.97732093222923
-113.14408508353901
-110.24316989819705
-141.16248282299523
-77.04021458143949
-110.6709417938646
-109.1695785652928
-86.99239022148709
-154.26288812844734
-104.09799241986485
-112.04122727716478
-107.21931778923845
-116.60674090406349
-130.36221521536373
-120.83191278580837
-121.44544189651694
-107.98314326863736
-120.50958878901474
-132.8446918652204
-119.04247423739419
-112.94672479943956
-123.97433858264361
-112.53791578079351
-117.25266446673783
-145.8239541734387
-116.400587652533
-121.36765907830184
-119.42345376671416
-135.8074277601016
-123.39801389691382
-110.93398210303349
-110.76035864989672
-113.16124293271689
-113.68506607837328
-112.72768295330332
-107.41174406109018
-118.30710622839779
-114.71738446744791
-107.70195369045473
